ID,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device,sessions_per_day,km_per_drive,total_navigations,favorite_ratio,driving_consistency,inactive_days,inactive_ratio,device_android
3199,churned,12,10,29.2447246,2333,87,21,9305.671494,4289.792158,4,1,iPhone,3.0,930.5671494,108,1.0,0.25,2329,0.9982854693527646,0
3200,retained,58,50,141.496572,1187,66,57,645.2464858,90.67538726,14,9,iPhone,4.142857142857143,12.904929716,123,1.0,0.6428571428571429,1173,0.9882055602358888,0
3201,,33,33,443.1990324,1679,0,0,2319.598467,1756.516077,7,7,iPhone,4.714285714285714,70.29086263636363,0,0.0,1.0,1672,0.9958308516974388,0
3202,retained,199,160,326.0293533,1145,0,0,3723.097732,2225.499258,8,8,iPhone,24.875,23.269360825,0,0.0,1.0,1137,0.9930131004366812,0
3203,retained,74,74,137.8610182,1074,347,0,917.7221104,458.3502308,23,23,Android,3.217391304347826,12.40165014054054,347,1.0,1.0,1051,0.978584729981378,1
3204,churned,31,25,134.2950486,1400,18,0,3427.872864,1422.395218,28,23,Android,1.1071428571428572,137.11491456,18,1.0,0.8214285714285714,1372,0.98,1
3205,retained,40,32,104.3355916,1691,170,45,1983.790687,400.1977658,21,13,iPhone,1.9047619047619049,61.99345896875,215,1.0,0.6190476190476191,1670,0.9875813128326434,0
3206,retained,68,54,274.7351273,1028,52,65,10113.95085,4630.996557,2,1,iPhone,34.0,187.2953861111111,117,1.0,0.5,1026,0.9980544747081712,0
3207,retained,118,96,154.7708084,3431,150,0,6537.301179,4821.573791,26,25,Android,4.538461538461538,68.09688728125,150,1.0,0.9615384615384616,3405,0.9924220343923056,1
3208,retained,4,4,61.42795776,2095,0,18,6337.612942,4997.121239,16,12,Android,0.25,1584.4032355,18,1.0,0.75,2079,0.99236276849642,1
3209,churned,79,64,280.1038417,181,0,141,7731.643698,1773.593749,31,29,iPhone,2.548387096774193,120.80693278125,141,1.0,0.935483870967742,150,0.8287292817679558,0
3210,churned,7,6,424.2151011,326,141,55,3979.056454,2537.609005,13,9,iPhone,0.5384615384615384,663.1760756666666,196,1.0,0.6923076923076923,313,0.9601226993865032,0
3211,retained,66,60,95.80913506,321,41,1,839.1379655,642.9885864,0,0,iPhone,inf,13.985632758333333,42,1.0,0.0,321,1.0,0
3212,retained,12,12,52.9888656,2304,25,119,1337.774456,986.2474241,20,19,Android,0.6,111.48120466666668,144,1.0,0.95,2284,0.9913194444444444,1
3213,retained,8,7,177.4938173,2855,283,0,5731.385234,2712.024739,29,18,Android,0.2758620689655172,818.7693191428572,283,1.0,0.6206896551724138,2826,0.9898423817863398,1
3214,retained,217,175,314.8632029,2371,13,0,7268.763648,1103.519538,16,14,iPhone,13.5625,41.53579227428572,13,1.0,0.875,2355,0.9932517924926192,0
3215,retained,104,86,186.0812779,3001,2,39,3560.73273,2062.824725,7,7,iPhone,14.857142857142858,41.40386895348838,41,1.0,1.0,2994,0.9976674441852716,0
3216,churned,12,11,47.36896167,1614,47,98,4760.464166,1822.45747,21,14,iPhone,0.5714285714285714,432.7694696363636,145,1.0,0.6666666666666666,1593,0.9869888475836432,0
3217,churned,22,19,484.6731175,234,80,73,2231.79129,1475.566919,5,5,iPhone,4.4,117.4626994736842,153,1.0,1.0,229,0.9786324786324786,0
3218,retained,27,22,343.0582665,869,34,32,4102.499109,1140.003211,21,20,Android,1.2857142857142858,186.47723222727276,66,1.0,0.9523809523809524,848,0.9758342922899884,1
3219,churned,21,18,27.37639367,1268,27,32,2561.62784,1261.510917,12,5,Android,1.75,142.3126577777778,59,1.0,0.4166666666666667,1256,0.9905362776025236,1
3220,retained,20,20,21.44660025,1374,166,7,642.464323,431.7856793,24,20,iPhone,0.8333333333333334,32.123216150000005,173,1.0,0.8333333333333334,1350,0.982532751091703,0
3221,retained,8,8,31.39397044,726,147,6,4789.772428,3448.840995,2,0,iPhone,4.0,598.7215535,153,1.0,0.0,724,0.9972451790633609,0
3222,retained,124,100,205.0489141,1318,47,12,2236.62313,1797.796325,28,19,iPhone,4.428571428571429,22.3662313,59,1.0,0.6785714285714286,1290,0.9787556904400608,0
3223,retained,28,26,45.71514927,1004,376,235,3879.837507,567.5289433,26,25,Android,1.0769230769230769,149.2245195,611,1.0,0.9615384615384616,978,0.9741035856573704,1
3224,,22,18,23.30644185,2081,227,63,941.9727834,269.8217417,23,16,Android,0.9565217391304348,52.3318213,290,1.0,0.6956521739130435,2058,0.9889476213358962,1
3225,churned,115,93,212.9309179,1024,0,82,7261.195037,5976.774415,25,18,iPhone,4.6,78.07736598924731,82,1.0,0.72,999,0.9755859375,0
3226,retained,55,48,132.7104514,706,0,0,7433.693223,3750.463785,17,9,Android,3.235294117647059,154.8686088125,0,0.0,0.5294117647058824,689,0.9759206798866856,1
3227,retained,52,45,497.8287251,2582,76,0,2783.192536,907.3259663,9,5,iPhone,5.777777777777778,61.848723022222224,76,1.0,0.5555555555555556,2573,0.996514329976762,0
3228,retained,35,35,352.650882,31,0,3,6262.495289,1393.885881,29,20,iPhone,1.206896551724138,178.92843682857145,3,1.0,0.6896551724137931,2,0.064516129032258,0
3229,retained,10,8,74.51322723,1575,25,0,8913.229089,597.8075157,26,19,Android,0.3846153846153846,1114.153636125,25,1.0,0.7307692307692307,1549,0.9834920634920636,1
3230,churned,54,47,74.94795735,2416,236,0,4493.821564,3627.125282,3,0,iPhone,18.0,95.61322476595744,236,1.0,0.0,2413,0.9987582781456954,0
3231,retained,4,4,72.52927832,2379,87,0,3385.871661,759.2698237,4,0,Android,1.0,846.46791525,87,1.0,0.0,2375,0.9983186212694408,1
3232,retained,39,34,359.3109546,3035,35,17,1611.505546,909.5339015,30,21,Android,1.3,47.39722194117648,52,1.0,0.7,3005,0.9901153212520593,1
3233,retained,77,62,100.7721753,983,0,0,5022.360562,1350.743888,3,3,Android,25.666666666666668,81.00581551612903,0,0.0,1.0,980,0.9969481180061036,1
3234,,268,215,298.0394849,3298,432,99,4512.660534,3203.405462,30,27,iPhone,8.933333333333334,20.989118762790696,531,1.0,0.9,3268,0.9909035779260158,0
3235,retained,1,1,257.5487328,688,100,27,2658.919414,1925.654887,5,5,iPhone,0.2,2658.919414,127,1.0,1.0,683,0.9927325581395348,0
3236,churned,65,52,76.19410634,139,0,34,4150.557109,535.0059735,10,10,iPhone,6.5,79.81840594230769,34,1.0,1.0,129,0.9280575539568344,0
3237,retained,14,11,418.2217788,201,427,60,3290.815097,1284.443447,11,7,iPhone,1.2727272727272727,299.16500881818183,487,1.0,0.6363636363636364,190,0.945273631840796,0
3238,retained,2,2,270.0880682,2179,6,6,4718.527389,3585.770761,2,2,Android,1.0,2359.2636945,12,1.0,1.0,2177,0.9990821477742085,1
3239,retained,16,13,58.55850515,2125,0,0,2859.750902,1773.882392,15,13,iPhone,1.0666666666666669,219.98083861538464,0,0.0,0.8666666666666667,2110,0.9929411764705882,0
3240,churned,100,80,175.2124554,686,74,0,3775.527576,3124.392151,18,18,iPhone,5.555555555555555,47.1940947,74,1.0,1.0,668,0.9737609329446064,0
3241,retained,139,112,282.9730049,3259,42,27,3626.957732,2669.844308,25,17,iPhone,5.56,32.38355117857143,69,1.0,0.68,3234,0.9923289352562136,0
3242,churned,95,76,127.2075316,2371,134,56,4536.922515,1833.853922,11,11,iPhone,8.636363636363637,59.69634888157895,190,1.0,1.0,2360,0.9953606073386756,0
3243,churned,211,169,227.3475349,1660,0,24,7292.475311,2377.192734,4,0,iPhone,52.75,43.1507414852071,24,1.0,0.0,1656,0.9975903614457832,0
3244,retained,184,147,261.545609,3192,65,90,6859.501128,5129.328386,27,18,iPhone,6.814814814814815,46.66327297959184,155,1.0,0.6666666666666666,3165,0.9915413533834586,0
3245,churned,20,20,80.82774277,95,162,21,3044.216077,1432.839224,13,10,Android,1.5384615384615383,152.21080385,183,1.0,0.7692307692307693,82,0.8631578947368421,1
3246,retained,50,41,97.82136159,1582,0,80,2399.54478,1247.881049,19,10,Android,2.631578947368421,58.5254824390244,80,1.0,0.5263157894736842,1563,0.9879898862199749,1
3247,retained,58,46,172.2173968,1426,0,15,2440.949005,1009.518769,29,19,iPhone,2.0,53.06410880434783,15,1.0,0.6551724137931034,1397,0.979663394109397,0
3248,retained,6,6,242.9165072,3290,22,25,4469.439402,2300.0083,30,21,iPhone,0.2,744.906567,47,1.0,0.7,3260,0.9908814589665652,0
3249,retained,26,22,87.75889723,2815,27,38,7804.98607,686.423231,14,9,iPhone,1.8571428571428568,354.7720940909091,65,1.0,0.6428571428571429,2801,0.9950266429840142,0
3250,retained,70,60,130.601004,143,0,4,1162.972925,925.1079786,27,17,Android,2.592592592592593,19.38288208333333,4,1.0,0.6296296296296297,116,0.8111888111888111,1
3251,retained,87,72,111.9562979,2997,60,0,3413.990124,2625.723313,0,0,iPhone,inf,47.4165295,60,1.0,0.0,2997,1.0,0
3252,retained,15,12,195.0242395,3489,27,140,4295.00346,2300.346832,2,0,iPhone,7.5,357.916955,167,1.0,0.0,3487,0.999426769848094,0
3253,retained,102,82,254.2254715,1491,203,0,4952.87282,1899.15987,4,2,Android,25.5,60.40088804878048,203,1.0,0.5,1487,0.9973172367538564,1
3254,retained,17,17,51.91364207,421,30,0,1258.867637,157.4367943,8,8,iPhone,2.125,74.05103747058824,30,1.0,1.0,413,0.980997624703088,0
3255,retained,130,104,174.2857977,1376,107,0,3239.9693,2645.45039,12,11,iPhone,10.833333333333334,31.153550961538464,107,1.0,0.9166666666666666,1364,0.9912790697674418,0
3256,retained,158,126,415.689125,1848,19,14,5811.872939,865.3236098,20,14,Android,7.9,46.1259757063492,33,1.0,0.7,1828,0.9891774891774892,1
3257,retained,75,75,294.0623216,2139,219,0,2177.831246,1808.567,14,14,iPhone,5.357142857142857,29.03774994666667,219,1.0,1.0,2125,0.9934548854604957,0
3258,retained,57,46,99.37399493,749,0,41,3385.766653,2028.491028,10,4,iPhone,5.7,73.60362289130435,41,1.0,0.4,739,0.986648865153538,0
3259,churned,42,39,125.2125023,3111,353,0,6393.798187,3374.787131,1,0,iPhone,42.0,163.9435432564103,353,1.0,0.0,3110,0.9996785599485696,0
3260,retained,16,13,195.9492969,859,55,0,7655.304567,2586.55769,3,0,iPhone,5.333333333333333,588.869582076923,55,1.0,0.0,856,0.9965075669383004,0
3261,retained,3,3,3.518442055,2095,123,0,1886.293408,1362.583175,21,12,iPhone,0.1428571428571428,628.7644693333333,123,1.0,0.5714285714285714,2074,0.9899761336515512,0
3262,churned,16,14,303.1950991,85,468,0,4113.462639,1980.104204,1,1,iPhone,16.0,293.81875992857147,468,1.0,1.0,84,0.9882352941176472,0
3263,retained,136,110,414.6139024,2692,122,32,7507.85361,2568.172703,13,8,Android,10.461538461538462,68.25321463636364,154,1.0,0.6153846153846154,2679,0.9951708766716196,1
3264,retained,20,20,129.8182563,1466,64,7,5089.094457,3000.033612,2,0,iPhone,10.0,254.45472285,71,1.0,0.0,1464,0.9986357435197816,0
3265,churned,82,76,86.01165604,1041,29,20,11394.79807,5913.970397,3,2,Android,27.33333333333333,149.93155355263158,49,1.0,0.6666666666666666,1038,0.9971181556195964,1
3266,retained,118,99,215.7381765,1603,122,25,3470.546395,2142.131706,25,15,iPhone,4.72,35.05602419191919,147,1.0,0.6,1578,0.9844042420461634,0
3267,retained,12,12,155.7377087,2759,0,9,828.724804,244.630252,5,0,iPhone,2.4,69.06040033333333,9,1.0,0.0,2754,0.9981877491844872,0
3268,churned,209,167,232.8235252,973,10,1,4400.431122,692.9686688,18,18,Android,11.61111111111111,26.349886958083832,11,1.0,1.0,955,0.9815005138746146,1
3269,retained,213,173,266.8850468,947,180,0,2626.506974,2168.155875,31,25,iPhone,6.870967741935484,15.182121236994218,180,1.0,0.8064516129032258,916,0.9672650475184794,0
3270,retained,398,319,440.9236122,2189,50,5,2711.542186,1064.163761,29,22,iPhone,13.724137931034482,8.500132244514107,55,1.0,0.7586206896551724,2160,0.9867519415258108,0
3271,retained,30,24,61.79441124,3182,0,35,1414.562697,979.4432279,4,4,Android,7.5,58.940112375000005,35,1.0,1.0,3178,0.9987429289754872,1
3272,churned,110,89,347.5131775,580,146,30,3038.823399,1740.84989,2,0,iPhone,55.0,34.14408313483146,176,1.0,0.0,578,0.996551724137931,0
3273,retained,39,32,158.9428941,3337,63,0,4591.973629,1859.374909,12,6,Android,3.25,143.49917590625,63,1.0,0.5,3325,0.9964039556487864,1
3274,retained,60,54,76.52462447,2981,66,0,5156.963659,1138.888765,10,7,Android,6.0,95.49932701851851,66,1.0,0.7,2971,0.9966454209996646,1
3275,retained,16,16,65.62535824,1963,29,0,3006.629703,546.9322321,25,17,iPhone,0.64,187.9143564375,29,1.0,0.68,1938,0.9872643912379012,0
3276,retained,13,12,87.95726081,1439,62,28,1879.366237,775.7867333,28,24,iPhone,0.4642857142857143,156.61385308333334,90,1.0,0.8571428571428571,1411,0.980542043085476,0
3277,retained,225,182,227.1814086,3305,114,4,1221.464028,777.8660242,7,7,Android,32.142857142857146,6.711340813186814,118,1.0,1.0,3298,0.9978819969742814,1
3278,retained,79,72,111.0451381,2060,0,0,7215.183621,2586.544053,30,23,iPhone,2.6333333333333333,100.210883625,0,0.0,0.7666666666666667,2030,0.9854368932038836,0
3279,retained,362,362,448.5295901,2847,112,0,3524.355397,2432.212709,21,18,Android,17.238095238095237,9.735788389502762,112,1.0,0.8571428571428571,2826,0.9926238145416229,1
3280,retained,59,49,672.8640931,1491,29,9,6027.881364,4271.430487,9,6,iPhone,6.555555555555555,123.01798702040816,38,1.0,0.6666666666666666,1482,0.993963782696177,0
3281,retained,11,11,87.89292419,277,248,17,2363.941548,1722.529341,23,14,iPhone,0.4782608695652174,214.90377709090907,265,1.0,0.6086956521739131,254,0.9169675090252708,0
3282,retained,17,16,79.99070382,2982,188,0,5594.031067,3222.02928,2,1,iPhone,8.5,349.6269416875,188,1.0,0.5,2980,0.999329309188464,0
3283,retained,42,34,140.0193393,459,147,14,3500.561724,2039.764701,8,6,Android,5.25,102.95769776470588,161,1.0,0.75,451,0.982570806100218,1
3284,retained,30,25,124.056393,1748,0,0,2635.849072,431.8402251,26,20,Android,1.1538461538461535,105.43396288,0,0.0,0.7692307692307693,1722,0.9851258581235698,1
3285,churned,22,22,157.3622256,931,0,10,4114.03917,2291.2291,13,13,iPhone,1.6923076923076923,187.00178045454547,10,1.0,1.0,918,0.9860365198711064,0
3286,retained,80,64,228.4696788,2486,410,0,2169.905198,624.9670053,17,10,Android,4.705882352941177,33.90476871875,410,1.0,0.5882352941176471,2469,0.993161705551086,1
3287,churned,39,36,80.21327214,1566,34,34,2702.56768,1177.852177,3,3,Android,13.0,75.07132444444444,68,1.0,1.0,1563,0.9980842911877394,1
3288,retained,34,34,72.78689831,1948,162,0,1726.728647,1429.361233,18,18,iPhone,1.8888888888888888,50.78613667647058,162,1.0,1.0,1930,0.9907597535934292,0
3289,churned,99,99,192.7016272,2872,197,0,2091.199569,599.9158934,1,0,Android,99.0,21.12322796969697,197,1.0,0.0,2871,0.9996518105849582,1
3290,retained,299,247,320.3995583,700,0,54,13902.25163,506.2608542,22,16,iPhone,13.590909090909092,56.28441955465588,54,1.0,0.7272727272727273,678,0.9685714285714284,0
3291,retained,43,36,102.0269518,2289,554,0,841.9661523,468.5392802,25,24,Android,1.72,23.387948675,554,1.0,0.96,2264,0.9890782000873743,1
3292,retained,140,122,203.4690315,122,391,4,2830.082873,1684.555484,20,11,Android,7.0,23.19740059836065,395,1.0,0.55,102,0.8360655737704918,1
3293,retained,222,182,349.4662258,3008,273,20,4942.407253,3844.221738,15,9,Android,14.8,27.15608380769231,293,1.0,0.6,2993,0.9950132978723404,1
3294,churned,70,57,110.900275,605,213,91,4222.151153,2071.370267,10,9,iPhone,7.0,74.07282724561404,304,1.0,0.9,595,0.9834710743801652,0
3295,retained,5,4,164.5942587,3479,105,0,5530.792947,3586.058327,9,6,iPhone,0.5555555555555556,1382.69823675,105,1.0,0.6666666666666666,3470,0.997413049726933,0
3296,churned,18,15,121.3866621,2301,182,0,7036.489549,4440.578963,28,20,iPhone,0.6428571428571429,469.09930326666665,182,1.0,0.7142857142857143,2273,0.987831377661886,0
3297,churned,13,10,100.52971,2287,14,0,5809.200266,3902.467755,7,6,Android,1.8571428571428568,580.9200266,14,1.0,0.8571428571428571,2280,0.9969392216878006,1
3298,retained,15,14,279.034668,1227,25,34,4916.852632,2953.999718,27,18,iPhone,0.5555555555555556,351.20375942857146,59,1.0,0.6666666666666666,1200,0.9779951100244498,0
3299,retained,66,55,142.9424402,2628,0,8,2157.901708,1362.333936,7,7,iPhone,9.428571428571429,39.23457650909091,8,1.0,1.0,2621,0.9973363774733638,0
3300,churned,22,19,145.8215454,79,85,29,6050.776208,1031.071102,1,0,iPhone,22.0,318.46190568421054,114,1.0,0.0,78,0.9873417721518988,0
3301,retained,45,39,140.7468009,2646,61,54,10273.70832,2969.343644,31,30,Android,1.4516129032258065,263.42841846153846,115,1.0,0.967741935483871,2615,0.9882842025699168,1
3302,retained,32,26,287.0661475,2717,41,0,3329.800173,1935.207157,9,5,iPhone,3.555555555555556,128.0692374230769,41,1.0,0.5555555555555556,2708,0.9966875230033124,0
3303,retained,39,31,69.81036502,3256,180,24,1424.22639,832.482177,1,0,iPhone,39.0,45.94278677419355,204,1.0,0.0,3255,0.9996928746928748,0
3304,retained,2,2,49.35084605,3232,275,0,2469.898815,1920.053341,9,8,iPhone,0.2222222222222222,1234.9494075,275,1.0,0.8888888888888888,3223,0.9972153465346536,0
3305,retained,215,175,223.0974932,1459,126,49,7679.51253,748.1171037,16,11,iPhone,13.4375,43.882928742857146,175,1.0,0.6875,1443,0.9890335846470184,0
3306,retained,48,39,99.10180617,2603,79,28,3174.116482,540.3460851,21,17,Android,2.2857142857142856,81.3876021025641,107,1.0,0.8095238095238095,2582,0.9919323857087976,1
3307,,7,7,36.95002442,314,58,30,5196.278168,1959.031091,25,24,iPhone,0.28,742.3254525714285,88,1.0,0.96,289,0.9203821656050956,0
3308,retained,27,22,43.73460687,744,0,0,7239.771015,1499.80434,14,13,iPhone,1.9285714285714288,329.0805006818182,0,0.0,0.9285714285714286,730,0.9811827956989247,0
3309,retained,20,17,72.54091116,483,172,0,4998.512596,3464.682397,15,15,iPhone,1.3333333333333333,294.0301527058823,172,1.0,1.0,468,0.968944099378882,0
3310,retained,13,11,149.2797378,3188,86,105,6183.724614,832.9159335,31,25,iPhone,0.4193548387096774,562.156783090909,191,1.0,0.8064516129032258,3157,0.990276035131744,0
3311,retained,8,8,88.75362815,347,105,14,3976.350919,1523.013539,4,0,Android,2.0,497.043864875,119,1.0,0.0,343,0.9884726224783862,1
3312,retained,35,28,210.833943,1803,0,0,2790.691151,722.8495668,31,27,iPhone,1.1290322580645162,99.66754110714284,0,0.0,0.8709677419354839,1772,0.9828064337215752,0
3313,retained,156,125,257.5443562,1206,14,75,6357.264729,2134.68592,20,20,iPhone,7.8,50.858117832000005,89,1.0,1.0,1186,0.9834162520729685,0
3314,retained,27,22,482.7842471,1651,0,105,6883.325863,2288.532588,29,24,iPhone,0.9310344827586208,312.8784483181818,105,1.0,0.8275862068965517,1622,0.982434887946699,0
3315,retained,96,96,99.85758852,3057,107,55,15655.0389,2715.647653,4,4,iPhone,24.0,163.073321875,162,1.0,1.0,3053,0.9986915276414786,0
3316,retained,84,68,350.145978,826,0,66,2900.861641,1792.240033,27,26,Android,3.111111111111111,42.65973001470588,66,1.0,0.9629629629629628,799,0.9673123486682808,1
3317,retained,55,46,59.86194596,2547,110,0,3801.610091,2098.688431,16,14,Android,3.4375,82.64369763043479,110,1.0,0.875,2531,0.9937180997251668,1
3318,retained,44,44,237.0892634,1562,18,0,4838.817747,1336.543354,10,10,Android,4.4,109.97313061363636,18,1.0,1.0,1552,0.9935979513444302,1
3319,retained,25,21,151.8772311,3235,41,0,6524.877528,3964.764648,30,27,iPhone,0.8333333333333334,310.7084537142857,41,1.0,0.9,3205,0.990726429675425,0
3320,retained,193,154,255.9174255,2954,0,0,3028.678607,873.2744181,13,9,iPhone,14.846153846153848,19.6667442012987,0,0.0,0.6923076923076923,2941,0.9955991875423156,0
3321,retained,41,34,334.8364877,3276,82,0,2899.828549,2372.996692,24,21,iPhone,1.7083333333333333,85.28907497058823,82,1.0,0.875,3252,0.9926739926739928,0
3322,retained,45,39,87.65133879,994,80,42,2681.872335,1452.460186,16,10,Android,2.8125,68.7659573076923,122,1.0,0.625,978,0.9839034205231388,1
3323,retained,87,70,166.1974629,545,452,0,6026.857663,2141.674573,5,5,Android,17.4,86.09796661428571,452,1.0,1.0,540,0.9908256880733946,1
3324,retained,238,195,360.8938835,950,51,0,3533.280868,784.5705648,15,15,iPhone,15.866666666666667,18.119389066666667,51,1.0,1.0,935,0.9842105263157894,0
3325,retained,122,99,188.7078835,2914,0,9,818.4458005,656.6546462,27,20,Android,4.518518518518518,8.267129297979798,9,1.0,0.7407407407407407,2887,0.9907343857240906,1
3326,retained,19,16,386.4722594,506,148,35,1783.370744,1281.287785,23,22,iPhone,0.8260869565217391,111.4606715,183,1.0,0.9565217391304348,483,0.9545454545454546,0
3327,retained,198,160,247.8790354,3168,73,68,2097.339254,794.122126,15,9,Android,13.2,13.1083703375,141,1.0,0.6,3153,0.9952651515151516,1
3328,retained,68,55,187.152993,1273,124,0,4211.079698,3224.212203,20,19,iPhone,3.4,76.56508541818181,124,1.0,0.95,1253,0.9842890809112332,0
3329,retained,1,1,120.6954558,1477,0,20,2918.091415,1524.11994,29,27,iPhone,0.0344827586206896,2918.091415,20,1.0,0.9310344827586208,1448,0.980365605958023,0
3330,retained,2,2,118.5479703,1022,0,0,1746.024005,1381.485831,23,17,iPhone,0.0869565217391304,873.0120025,0,0.0,0.7391304347826086,999,0.977495107632094,0
3331,retained,38,32,159.2607185,3075,82,0,6064.025699,3021.202097,22,14,Android,1.7272727272727273,189.50080309375,82,1.0,0.6363636363636364,3053,0.9928455284552844,1
3332,churned,23,22,45.22134271,576,0,72,1412.360856,628.7997474,1,0,iPhone,23.0,64.19822072727273,72,1.0,0.0,575,0.9982638888888888,0
3333,retained,137,111,192.115338,2766,228,22,1318.881994,462.6791177,7,7,iPhone,19.571428571428573,11.881819765765766,250,1.0,1.0,2759,0.997469269703543,0
3334,retained,7,7,117.941832,645,23,0,4044.890255,2560.484311,21,21,Android,0.3333333333333333,577.841465,23,1.0,1.0,624,0.9674418604651164,1
3335,retained,66,53,120.2958796,161,13,4,916.0565271,753.0509307,24,17,iPhone,2.75,17.28408541698113,17,1.0,0.7083333333333334,137,0.8509316770186336,0
3336,retained,62,62,455.7591858,3061,135,121,2442.523296,2022.086001,12,12,iPhone,5.166666666666667,39.39553703225806,256,1.0,1.0,3049,0.9960797125122508,0
3337,churned,30,24,519.3763666,396,89,0,3924.217823,2379.860979,4,1,Android,7.5,163.50907595833334,89,1.0,0.25,392,0.98989898989899,1
3338,churned,119,96,588.3279847,1805,52,0,1144.461845,595.6110578,5,0,iPhone,23.8,11.921477552083331,52,1.0,0.0,1800,0.997229916897507,0
3339,retained,33,27,182.9806182,2291,27,17,1780.239664,548.905619,25,21,iPhone,1.32,65.93480237037036,44,1.0,0.84,2266,0.9890877346137058,0
3340,retained,43,35,98.48375028,2858,57,14,2293.575721,1392.786139,22,19,iPhone,1.9545454545454544,65.5307348857143,71,1.0,0.8636363636363636,2836,0.992302309307208,0
3341,retained,94,92,198.1640652,2579,48,56,1526.65894,336.8820838,15,13,iPhone,6.266666666666667,16.594118913043477,104,1.0,0.8666666666666667,2564,0.9941837921675069,0
3342,churned,41,41,306.3381565,718,275,10,8138.956612,2867.489239,8,8,iPhone,5.125,198.5111368780488,285,1.0,1.0,710,0.9888579387186628,0
3343,retained,191,154,600.0893309,778,341,14,2342.500957,1804.582382,16,10,Android,11.9375,15.211045175324676,355,1.0,0.625,762,0.9794344473007712,1
3344,retained,60,49,75.56456369,840,169,0,1169.38018,520.4572033,20,19,iPhone,3.0,23.864901632653066,169,1.0,0.95,820,0.9761904761904762,0
3345,churned,40,39,193.5568419,106,13,41,1798.458487,1426.155324,6,4,Android,6.666666666666667,46.11432017948718,54,1.0,0.6666666666666666,100,0.9433962264150944,1
3346,retained,103,83,156.7087142,3322,0,0,12591.50346,801.7521607,15,14,iPhone,6.866666666666666,151.70486096385542,0,0.0,0.9333333333333332,3307,0.9954846478025284,0
3347,retained,120,108,169.8356968,347,30,224,8334.793642,4276.32924,23,16,Android,5.217391304347826,77.1740152037037,254,1.0,0.6956521739130435,324,0.9337175792507204,1
3348,retained,17,17,96.58932942,2314,27,23,3349.122794,917.8849122,26,24,iPhone,0.6538461538461539,197.00722317647055,50,1.0,0.9230769230769232,2288,0.9887640449438202,0
3349,churned,159,127,184.7300883,2249,54,26,2598.776939,1279.668442,9,7,Android,17.666666666666668,20.46281054330709,80,1.0,0.7777777777777778,2240,0.9959982214317474,1
3350,retained,7,6,91.44830802,2693,0,136,2180.64375,1506.73182,29,20,iPhone,0.2413793103448276,363.440625,136,1.0,0.6896551724137931,2664,0.9892313405124395,0
3351,retained,276,223,438.2181632,580,229,31,2567.4893,1313.28312,2,0,Android,138.0,11.513404932735426,260,1.0,0.0,578,0.996551724137931,1
3352,retained,12,11,170.4301285,310,255,0,2652.297981,1694.848988,5,0,iPhone,2.4,241.11799827272728,255,1.0,0.0,305,0.9838709677419356,0
3353,retained,51,43,208.0374244,2182,18,0,2051.052171,225.1590112,7,1,iPhone,7.285714285714286,47.698887697674415,18,1.0,0.1428571428571428,2175,0.9967919340054996,0
3354,retained,1,1,48.73379449,514,0,99,3664.979651,2864.4719,2,2,iPhone,0.5,3664.979651,99,1.0,1.0,512,0.9961089494163424,0
3355,retained,60,54,137.4408449,1109,664,0,3442.389039,546.8647931,25,17,Android,2.4,63.74794516666667,664,1.0,0.68,1084,0.9774571686203788,1
3356,retained,149,119,300.9100936,1240,217,0,1671.719731,1079.764801,6,6,Android,24.83333333333333,14.048064966386551,217,1.0,1.0,1234,0.9951612903225806,1
3357,churned,77,62,153.857299,821,94,8,1884.332084,1373.546436,5,5,iPhone,15.4,30.39245296774193,102,1.0,1.0,816,0.9939098660170524,0
3358,churned,210,171,255.1441323,82,1,0,6063.898472,932.4548249,4,4,iPhone,52.5,35.46139457309941,1,1.0,1.0,78,0.951219512195122,0
3359,retained,3,3,65.03802465,709,375,56,5748.626433,1879.574986,14,13,iPhone,0.2142857142857142,1916.208811,431,1.0,0.9285714285714286,695,0.9802538787023978,0
3360,retained,112,90,122.2441594,1941,37,23,3429.009667,970.2063396,23,21,iPhone,4.869565217391305,38.10010741111111,60,1.0,0.9130434782608696,1918,0.9881504379185988,0
3361,retained,93,93,235.5746176,1015,50,0,2534.436366,1905.517087,7,1,Android,13.285714285714286,27.25200393548387,50,1.0,0.1428571428571428,1008,0.993103448275862,1
3362,churned,76,62,120.0515044,2317,28,83,4463.950847,476.4613149,7,7,Android,10.857142857142858,71.99920720967742,111,1.0,1.0,2310,0.9969788519637462,1
3363,retained,2,2,42.34844807,2445,86,0,6978.196673,2481.921889,17,13,iPhone,0.1176470588235294,3489.0983365,86,1.0,0.7647058823529411,2428,0.993047034764826,0
3364,churned,166,137,280.6649613,1994,164,293,7072.616036,2391.949787,3,3,iPhone,55.333333333333336,51.62493456934307,457,1.0,1.0,1991,0.998495486459378,0
3365,churned,6,6,36.68451442,1242,0,0,4323.636755,3370.888244,3,0,iPhone,2.0,720.6061258333334,0,0.0,0.0,1239,0.997584541062802,0
3366,retained,41,33,286.1453392,3165,50,0,3999.733362,2670.623093,9,5,iPhone,4.555555555555555,121.20404127272728,50,1.0,0.5555555555555556,3156,0.9971563981042654,0
