Unnamed: 0,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,trip_duration_min,pickup_hour,cost_per_km,tip_ratio,long_trip_flag,peak_hour
102846048,2,2017-12-05 11:28:26,2017-12-05 11:36:57,1,0.81,1,N,237,161,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8,8.516666666666667,11,9.629629629629628,0.0,0,0
33076774,1,2017-04-22 03:52:00,2017-04-22 04:00:04,3,1.1,1,N,144,211,1,7.0,0.5,0.5,1.65,0.0,0.3,9.95,8.066666666666666,3,9.045454545454543,0.1658291457286432,0,0
98409231,1,2017-11-20 05:39:08,2017-11-20 05:42:14,1,1.3,1,N,48,68,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,3.1,5,5.230769230769231,0.0,0,0
80652142,1,2017-09-25 16:52:58,2017-09-25 17:27:13,1,3.9,1,N,236,114,1,21.5,1.0,0.5,4.0,0.0,0.3,27.3,34.25,16,7.0,0.14652014652014653,1,1
86276692,1,2017-10-13 17:14:35,2017-10-13 17:34:49,1,3.9,1,N,141,151,1,15.5,1.0,0.5,4.3,0.0,0.3,21.6,20.233333333333334,17,5.538461538461539,0.19907407407407404,1,1
64714695,2,2017-07-30 20:09:49,2017-07-30 20:30:28,1,9.67,1,N,138,182,1,28.0,0.5,0.5,8.76,5.76,0.3,43.82,20.65,20,4.531540847983454,0.19990871748060246,1,0
87449968,1,2017-10-17 12:51:21,2017-10-17 13:10:10,1,1.6,1,N,68,107,2,12.5,0.0,0.5,0.0,0.0,0.3,13.3,18.816666666666666,12,8.3125,0.0,1,0
42788238,1,2017-05-13 09:21:00,2017-05-13 09:28:15,1,2.1,1,N,50,237,1,8.5,0.0,0.5,2.0,0.0,0.3,11.3,7.25,9,5.380952380952381,0.17699115044247787,0,1
61242866,2,2017-07-19 01:06:51,2017-07-19 01:17:38,1,1.84,1,N,48,141,1,9.5,0.5,0.5,2.5,0.0,0.3,13.3,10.783333333333333,1,7.228260869565218,0.18796992481203006,0,0
113213462,1,2017-01-09 10:13:54,2017-01-09 10:16:41,1,0.5,1,N,162,170,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8,2.783333333333333,10,9.6,0.0,0,1
84718252,1,2017-10-08 16:03:30,2017-10-08 16:07:00,1,0.8,1,N,237,236,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8,3.5,16,7.249999999999999,0.0,0,1
36879922,1,2017-05-01 16:44:05,2017-05-01 16:51:15,1,1.3,1,N,68,249,1,7.0,1.0,0.5,1.75,0.0,0.3,10.55,7.166666666666667,16,8.115384615384615,0.16587677725118483,0,1
91450069,1,2017-10-29 15:40:58,2017-10-29 15:50:08,1,1.1,1,N,264,249,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3,9.166666666666666,15,7.545454545454546,0.0,0,0
44028331,1,2017-05-21 03:53:32,2017-05-21 04:03:58,3,2.1,1,N,141,238,1,9.5,0.5,0.5,2.15,0.0,0.3,12.95,10.433333333333334,3,6.166666666666666,0.16602316602316602,0,0
61864579,1,2017-07-20 22:22:11,2017-07-20 22:56:32,2,4.5,1,N,211,61,1,22.5,0.5,0.5,4.75,0.0,0.3,28.55,34.35,22,6.344444444444445,0.16637478108581435,1,0
105085059,2,2017-12-11 22:17:03,2017-12-11 22:25:52,1,1.82,1,N,234,4,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76,8.816666666666666,22,6.461538461538461,0.16666666666666666,0,0
68836587,2,2017-08-14 19:45:15,2017-08-14 19:49:40,1,0.89,1,N,231,144,1,5.0,1.0,0.5,1.36,0.0,0.3,8.16,4.416666666666667,19,9.168539325842696,0.16666666666666669,0,1
43572607,2,2017-05-15 17:01:36,2017-05-15 17:06:13,1,0.83,1,N,42,41,1,5.5,1.0,0.5,2.19,0.0,0.3,9.49,4.616666666666666,17,11.433734939759036,0.23076923076923075,0,1
90387122,1,2017-10-26 15:07:36,2017-10-26 16:18:57,2,18.3,2,N,132,161,1,52.0,0.0,0.5,5.0,5.76,0.3,63.56,71.35,15,3.473224043715847,0.07866582756450598,1,0
98587185,2,2017-11-20 17:30:09,2017-11-20 17:45:55,1,3.68,1,N,231,186,2,14.5,1.0,0.5,0.0,0.0,0.3,16.3,15.766666666666667,17,4.429347826086956,0.0,1,1
99145628,2,2017-11-22 14:17:37,2017-11-22 14:21:00,1,0.56,1,N,48,50,1,4.5,0.0,0.5,1.0,0.0,0.3,6.3,3.3833333333333333,14,11.249999999999998,0.15873015873015872,0,0
90541512,1,2017-10-26 23:18:25,2017-10-26 23:38:41,1,4.9,1,N,209,68,1,18.5,0.5,0.5,3.95,0.0,0.3,23.75,20.266666666666666,23,4.846938775510203,0.16631578947368422,1,0
112135003,1,2017-01-18 00:07:26,2017-01-18 00:09:49,2,0.5,1,N,151,238,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,2.3833333333333333,0,10.6,0.0,0,0
10246562,1,2017-02-12 10:28:20,2017-02-12 10:32:36,1,0.5,1,N,236,236,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3,4.266666666666667,10,10.6,0.0,0,1
63550258,1,2017-07-26 21:20:02,2017-07-26 21:47:28,2,3.7,1,N,148,48,1,18.5,0.0,0.5,3.85,0.0,0.3,23.15,27.433333333333334,21,6.256756756756756,0.16630669546436286,1,0
37614118,1,2017-05-04 02:07:04,2017-05-04 02:14:32,2,1.3,1,N,107,114,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,7.466666666666667,2,6.769230769230769,0.0,0,0
438831,1,2017-01-02 12:14:36,2017-01-02 12:46:53,3,18.0,3,N,162,1,2,67.5,0.0,0.0,0.0,13.0,0.3,80.8,32.28333333333333,12,4.488888888888889,0.0,1,0
10523834,2,2017-02-13 08:03:14,2017-02-13 08:09:19,5,1.06,1,N,263,237,1,6.0,0.0,0.5,1.5,0.0,0.3,8.3,6.083333333333333,8,7.830188679245284,0.18072289156626503,0,1
105699101,2,2017-12-13 19:40:05,2017-12-14 19:31:09,3,0.93,1,N,162,230,1,12.0,1.0,0.5,2.07,0.0,0.3,15.87,1431.0666666666666,19,17.064516129032256,0.13043478260869565,1,1
46729611,1,2017-05-31 21:32:16,2017-05-31 21:34:05,3,0.5,1,N,170,107,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8,1.8166666666666667,21,9.6,0.0,0,0
80965824,2,2017-09-26 17:10:54,2017-09-26 17:28:43,1,1.92,1,N,236,162,1,12.5,1.0,0.5,2.86,0.0,0.3,17.16,17.816666666666666,17,8.9375,0.16666666666666666,1,1
35940638,2,2017-04-12 12:36:16,2017-04-12 12:55:30,1,1.28,1,N,170,161,1,13.0,0.0,0.5,2.76,0.0,0.3,16.56,19.233333333333334,12,12.937499999999998,0.16666666666666666,1,0
87894649,2,2017-10-18 19:23:57,2017-10-18 19:32:05,2,1.32,1,N,158,113,1,7.0,1.0,0.5,1.0,0.0,0.3,9.8,8.133333333333333,19,7.424242424242425,0.1020408163265306,0,1
73521114,2,2017-09-01 10:21:26,2017-09-01 10:31:58,5,1.27,1,N,100,161,1,8.0,0.0,0.5,2.2,0.0,0.3,11.0,10.533333333333333,10,8.661417322834646,0.2,0,1
113216556,2,2017-01-09 10:23:17,2017-01-09 10:47:35,1,2.14,1,N,170,68,2,15.5,0.0,0.5,0.0,0.0,0.3,16.3,24.3,10,7.616822429906542,0.0,1,1
2877356,2,2017-01-11 14:36:35,2017-01-11 14:45:51,1,1.95,1,N,231,113,1,8.5,0.0,0.5,1.08,0.0,0.3,10.38,9.266666666666667,14,5.323076923076924,0.10404624277456648,0,0
36249929,2,2017-04-29 13:30:40,2017-04-29 13:39:44,1,1.24,1,N,161,237,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96,9.066666666666666,13,8.03225806451613,0.16666666666666666,0,0
20301907,2,2017-03-26 13:00:44,2017-03-26 13:22:09,1,3.72,1,N,163,75,1,16.5,0.0,0.5,3.46,0.0,0.3,20.76,21.416666666666668,13,5.580645161290323,0.16666666666666666,1,0
47078764,1,2017-06-01 08:36:08,2017-06-01 08:48:32,1,1.8,1,N,161,234,1,9.5,0.0,0.5,10.0,0.0,0.3,20.3,12.4,8,11.277777777777779,0.49261083743842365,1,1
47102133,2,2017-06-01 09:52:33,2017-06-01 10:01:00,1,1.26,1,N,236,263,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3,8.45,9,6.587301587301588,0.0,0,1
15139318,2,2017-02-25 11:58:27,2017-02-25 12:06:46,1,1.5,1,N,233,107,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3,8.316666666666666,11,5.533333333333334,0.0,0,0
74952731,2,2017-09-07 00:07:28,2017-09-07 00:18:01,1,2.52,1,N,186,79,1,9.5,0.5,0.5,2.16,0.0,0.3,12.96,10.55,0,5.142857142857143,0.16666666666666666,0,0
105867331,2,2017-12-14 08:29:53,2017-12-14 08:31:51,1,0.35,1,N,231,231,1,3.5,0.0,0.5,0.86,0.0,0.3,5.16,1.9666666666666666,8,14.742857142857144,0.16666666666666666,0,1
48154392,2,2017-06-29 21:29:51,2017-06-29 21:44:31,1,3.33,1,N,142,41,1,13.0,0.5,0.5,3.58,0.0,0.3,17.88,14.666666666666666,21,5.369369369369369,0.20022371364653246,1,0
75597460,2,2017-09-08 23:10:42,2017-09-08 23:14:07,5,0.82,1,N,125,249,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,3.4166666666666665,23,7.073170731707317,0.0,0,0
81772843,2,2017-09-29 06:30:45,2017-09-29 06:35:36,1,0.43,1,N,141,237,1,5.0,0.0,0.5,1.16,0.0,0.3,6.96,4.85,6,16.186046511627907,0.16666666666666666,0,0
42272017,1,2017-05-11 22:31:28,2017-05-11 22:45:45,2,2.7,1,N,163,79,1,12.0,0.5,0.5,2.65,0.0,0.3,15.95,14.283333333333333,22,5.9074074074074066,0.16614420062695925,1,0
29833789,2,2017-04-28 09:26:33,2017-04-28 09:46:23,1,1.8,1,N,186,162,1,13.5,0.0,0.5,2.86,0.0,0.3,17.16,19.833333333333332,9,9.533333333333333,0.16666666666666666,1,1
87403863,2,2017-10-17 08:51:54,2017-10-17 09:03:22,2,1.13,1,N,68,234,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3,11.466666666666667,8,8.230088495575222,0.0,1,1
86612497,2,2017-10-14 17:31:15,2017-10-14 17:33:22,1,0.63,1,N,74,75,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8,2.1166666666666667,17,7.619047619047619,0.0,0,1
74995102,1,2017-09-07 08:42:24,2017-09-07 08:54:44,1,2.4,1,N,13,45,1,11.0,0.0,0.5,1.6,0.0,0.3,13.4,12.333333333333334,8,5.583333333333334,0.11940298507462686,1,1
2781512,2,2017-01-11 21:02:12,2017-01-11 21:13:37,1,2.69,1,N,230,238,1,11.0,0.5,0.5,1.0,0.0,0.3,13.3,11.416666666666666,21,4.944237918215614,0.07518796992481203,1,0
75553052,1,2017-09-08 20:54:18,2017-09-08 20:57:39,1,0.4,1,N,233,137,1,4.0,0.5,0.5,1.0,0.0,0.3,6.3,3.35,20,15.749999999999998,0.15873015873015872,0,0
111182616,2,2017-01-14 18:37:42,2017-01-14 18:51:22,5,2.39,1,N,239,141,1,11.0,0.0,0.5,2.95,0.0,0.3,14.75,13.666666666666666,18,6.171548117154812,0.2,1,1
34224393,2,2017-04-25 14:08:56,2017-04-25 14:13:37,1,0.7,1,N,249,158,1,5.0,0.0,0.5,1.16,0.0,0.3,6.96,4.683333333333334,14,9.942857142857143,0.16666666666666666,0,0
30142096,2,2017-04-13 23:08:29,2017-04-13 23:32:21,1,12.2,1,N,132,117,1,34.5,0.5,0.5,9.49,2.16,0.3,47.45,23.866666666666667,23,3.8893442622950825,0.19999999999999998,1,0
31496723,1,2017-04-28 17:42:39,2017-04-28 18:14:06,1,2.7,1,N,186,239,2,20.0,1.0,0.5,0.0,0.0,0.3,21.8,31.45,17,8.074074074074074,0.0,1,1
2458369,1,2017-01-10 09:02:36,2017-01-10 09:09:02,1,1.6,1,N,140,262,1,7.0,0.0,0.5,1.55,0.0,0.3,9.35,6.433333333333334,9,5.843749999999999,0.16577540106951874,0,1
45732543,1,2017-05-28 04:18:32,2017-05-28 04:29:21,1,2.2,1,N,79,87,1,10.0,0.5,0.5,2.25,0.0,0.3,13.55,10.816666666666666,4,6.159090909090909,0.16605166051660517,0,0
86737015,1,2017-10-15 00:23:41,2017-10-15 00:37:41,3,1.8,1,N,148,249,1,10.5,0.5,0.5,1.0,0.0,0.3,12.8,14.0,0,7.111111111111112,0.078125,1,0
79579986,1,2017-09-22 01:12:23,2017-09-22 01:20:24,1,1.1,1,N,230,229,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,8.016666666666667,1,7.545454545454546,0.0,0,0
91352417,2,2017-10-29 09:07:07,2017-10-29 09:17:06,1,2.07,1,N,161,50,1,9.0,0.0,0.5,2.0,0.0,0.3,11.8,9.983333333333333,9,5.70048309178744,0.1694915254237288,0,1
4714184,1,2017-01-25 06:13:39,2017-01-25 06:17:02,1,0.8,1,N,161,164,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3,3.3833333333333333,6,6.624999999999999,0.0,0,0
102508555,1,2017-12-04 09:01:16,2017-12-04 09:18:14,1,3.2,1,N,50,231,1,14.0,0.0,0.5,1.0,0.0,0.3,15.8,16.966666666666665,9,4.9375,0.06329113924050632,1,1
93236820,2,2017-11-04 09:05:22,2017-11-04 09:23:01,1,2.46,1,N,249,163,1,13.0,0.0,0.5,2.0,0.0,0.3,15.8,17.65,9,6.4227642276422765,0.12658227848101264,1,1
101232306,1,2017-11-30 13:55:24,2017-11-30 14:31:25,1,14.1,1,N,262,14,2,42.0,0.0,0.5,0.0,0.0,0.3,42.8,36.016666666666666,13,3.0354609929078014,0.0,1,0
3307735,1,2017-01-12 21:19:28,2017-01-12 21:40:17,1,7.3,1,N,231,262,2,23.5,0.5,0.5,0.0,0.0,0.3,24.8,20.816666666666666,21,3.397260273972603,0.0,1,0
103144122,1,2017-12-06 09:44:04,2017-12-06 09:55:29,1,0.9,1,N,137,233,1,8.5,0.0,0.5,1.85,0.0,0.3,11.15,11.416666666666666,9,12.38888888888889,0.16591928251121077,1,1
44734462,2,2017-05-24 21:39:44,2017-05-24 21:47:54,1,1.49,1,N,48,170,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56,8.166666666666666,21,7.087248322147651,0.16666666666666666,0,0
40355450,2,2017-05-18 20:13:36,2017-05-18 20:18:44,1,0.84,1,N,170,234,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16,5.133333333333334,20,9.714285714285715,0.16666666666666669,0,0
34556442,1,2017-04-26 12:28:39,2017-04-26 12:56:49,1,3.1,1,N,90,142,2,18.5,0.0,0.5,0.0,0.0,0.3,19.3,28.166666666666668,12,6.225806451612903,0.0,1,0
34980716,2,2017-04-27 15:06:33,2017-04-27 15:39:03,6,2.33,1,N,141,238,2,19.5,0.0,0.5,0.0,0.0,0.3,20.3,32.5,15,8.71244635193133,0.0,1,0
100106536,1,2017-11-26 15:09:10,2017-11-26 15:25:52,1,2.7,1,N,161,114,1,13.0,0.0,0.5,1.0,0.0,0.3,14.8,16.7,15,5.481481481481481,0.06756756756756756,1,0
56477322,2,2017-07-01 06:44:34,2017-07-01 06:49:37,1,1.5,1,N,137,230,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76,5.05,6,5.84,0.16666666666666666,0,0
41810454,2,2017-05-10 17:29:06,2017-05-10 18:21:17,2,9.98,1,N,138,239,2,36.5,1.0,0.5,0.0,5.76,0.3,44.06,52.18333333333333,17,4.414829659318637,0.0,1,1
6623168,1,2017-01-30 09:23:33,2017-01-30 09:45:59,1,3.1,1,N,170,233,1,16.0,0.0,0.5,3.2,0.0,0.3,20.0,22.433333333333334,9,6.451612903225806,0.16,1,1
97546505,2,2017-11-17 13:52:25,2017-11-17 13:57:49,1,1.09,1,N,41,166,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3,5.4,13,5.779816513761467,0.0,0,0
91250343,2,2017-10-28 23:09:15,2017-10-28 23:22:58,1,1.3,1,N,141,141,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3,13.716666666666667,23,8.692307692307693,0.0,1,0
94589748,1,2017-11-08 14:17:34,2017-11-08 14:29:05,1,0.7,1,N,141,236,1,8.5,0.0,0.5,1.25,0.0,0.3,10.55,11.516666666666667,14,15.071428571428573,0.11848341232227487,1,0
102782908,1,2017-12-05 07:49:37,2017-12-05 07:59:26,1,1.3,1,N,186,161,1,8.0,0.0,0.5,1.75,0.0,0.3,10.55,9.816666666666666,7,8.115384615384615,0.16587677725118483,0,1
39993324,2,2017-05-17 20:01:38,2017-05-17 20:23:48,1,5.43,1,N,113,239,2,20.0,0.5,0.5,0.0,0.0,0.3,21.3,22.166666666666668,20,3.922651933701658,0.0,1,0
10130574,1,2017-02-11 23:42:57,2017-02-11 23:55:06,6,1.8,1,N,90,48,1,9.5,0.5,0.5,2.15,0.0,0.3,12.95,12.15,23,7.194444444444444,0.16602316602316602,1,0
105241211,2,2017-12-12 12:57:38,2017-12-12 13:14:35,5,6.64,1,N,138,74,1,21.0,0.0,0.5,5.51,5.76,0.3,33.07,16.95,12,4.980421686746988,0.16661626852131842,1,0
63173543,1,2017-07-25 16:05:47,2017-07-25 16:27:17,1,7.9,1,N,138,170,1,24.5,1.0,0.5,8.0,5.76,0.3,40.06,21.5,16,5.0708860759493675,0.19970044932601097,1,1
1412125,2,2017-01-19 22:08:05,2017-01-19 22:19:36,5,2.5,1,N,61,37,1,10.5,0.5,0.5,2.95,0.0,0.3,14.75,11.516666666666667,22,5.9,0.2,1,0
112471841,2,2017-01-05 21:04:09,2017-01-05 21:12:57,2,1.61,1,N,142,43,1,8.0,0.5,0.5,1.86,0.0,0.3,11.16,8.8,21,6.93167701863354,0.16666666666666669,0,0
26007712,1,2017-03-30 04:25:10,2017-03-30 04:42:13,1,8.4,1,N,137,138,1,25.5,0.5,0.5,6.5,5.76,0.3,39.06,17.05,4,4.65,0.166410650281618,1,0
104244836,2,2017-12-09 11:56:56,2017-12-09 11:58:13,1,0.02,2,N,186,186,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,1.2833333333333334,11,3513.4999999999995,0.16664294862672552,0,0
91763727,1,2017-10-30 18:49:31,2017-10-30 19:06:25,1,2.5,1,N,48,236,1,13.0,1.0,0.5,2.95,0.0,0.3,17.75,16.9,18,7.1,0.16619718309859155,1,1
111226192,1,2017-01-14 21:00:51,2017-01-14 21:15:21,2,3.2,1,N,68,141,1,12.5,0.5,0.5,3.45,0.0,0.3,17.25,14.5,21,5.390625,0.2,1,0
103374958,2,2017-12-06 21:54:58,2017-12-06 22:14:58,1,3.41,1,N,239,90,1,15.0,0.5,0.5,1.63,0.0,0.3,17.93,20.0,21,5.258064516129032,0.0909090909090909,1,0
85913300,2,2017-10-12 16:00:27,2017-10-12 16:17:57,1,1.94,1,N,186,125,2,12.5,1.0,0.5,0.0,0.0,0.3,14.3,17.5,16,7.371134020618557,0.0,1,1
25328639,2,2017-03-28 10:10:59,2017-03-28 10:25:04,1,4.32,1,N,92,121,1,15.0,0.0,0.5,3.16,0.0,0.3,18.96,14.083333333333334,10,4.388888888888888,0.16666666666666666,1,1
74991401,1,2017-09-07 07:19:28,2017-09-07 07:26:04,1,0.9,1,N,236,236,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3,6.6,7,8.11111111111111,0.0,0,1
8536752,1,2017-02-04 21:26:27,2017-02-04 21:50:19,1,8.4,1,N,164,244,1,26.5,0.5,0.5,6.95,0.0,0.3,34.75,23.866666666666667,21,4.136904761904762,0.2,1,0
40861877,2,2017-05-20 02:57:01,2017-05-20 03:11:37,2,4.03,1,N,79,80,1,15.5,0.5,0.5,3.36,0.0,0.3,20.16,14.6,2,5.002481389578164,0.16666666666666666,1,0
46715739,1,2017-05-31 20:55:43,2017-05-31 21:11:49,2,2.7,1,N,263,161,1,13.0,0.5,0.5,3.55,0.0,0.3,17.85,16.1,20,6.611111111111112,0.19887955182072828,1,0
65119388,2,2017-08-01 12:58:55,2017-08-01 13:05:38,1,1.09,1,N,239,238,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3,6.716666666666667,12,6.697247706422018,0.0,0,0
78601468,1,2017-09-18 16:41:30,2017-09-18 16:51:31,1,1.6,1,N,125,186,1,9.0,1.0,0.5,2.15,0.0,0.3,12.95,10.016666666666667,16,8.093749999999998,0.16602316602316602,0,1
67561861,2,2017-08-09 23:42:42,2017-08-09 23:51:01,5,3.47,1,N,143,166,1,12.0,0.5,0.5,2.66,0.0,0.3,15.96,8.316666666666666,23,4.599423631123919,0.16666666666666666,0,0
2785892,2,2017-01-11 09:43:02,2017-01-11 09:55:04,1,1.07,1,N,151,41,1,9.5,0.0,0.5,3.09,0.0,0.3,13.39,12.033333333333333,9,12.514018691588785,0.23076923076923075,1,1
36665402,2,2017-04-30 16:14:54,2017-04-30 16:37:22,2,2.82,1,N,43,186,2,16.0,0.0,0.5,0.0,0.0,0.3,16.8,22.466666666666665,16,5.957446808510639,0.0,1,1
80291301,2,2017-09-24 10:50:27,2017-09-24 10:54:46,6,1.58,1,N,74,236,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76,4.316666666666666,10,5.544303797468354,0.16666666666666666,0,1
19912691,2,2017-03-11 20:10:34,2017-03-11 20:17:50,1,1.01,1,N,229,161,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36,7.266666666666667,20,9.267326732673267,0.16666666666666669,0,0
81882468,1,2017-09-29 13:00:41,2017-09-29 13:06:40,1,0.7,1,N,140,262,1,5.5,0.0,0.5,1.0,0.0,0.3,7.3,5.983333333333333,13,10.428571428571429,0.136986301369863,0,0
56877865,1,2017-07-02 23:43:01,2017-07-02 23:57:56,2,5.9,1,N,132,216,2,19.0,0.5,0.5,0.0,0.0,0.3,20.3,14.916666666666666,23,3.4406779661016946,0.0,1,0
44181668,2,2017-05-23 09:08:18,2017-05-23 09:15:12,3,1.2,1,N,236,262,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3,6.9,9,6.083333333333333,0.0,0,1
94671175,1,2017-11-08 19:03:45,2017-11-08 19:25:42,1,2.9,1,N,230,249,1,15.5,1.0,0.5,4.3,0.0,0.3,21.6,21.95,19,7.448275862068966,0.19907407407407404,1,1
57244724,2,2017-07-04 22:08:58,2017-07-04 22:13:54,1,1.14,1,N,161,48,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,4.933333333333334,22,5.964912280701755,0.0,0,0
12432211,2,2017-02-16 22:00:41,2017-02-16 22:21:10,5,5.57,1,N,246,80,1,20.0,0.5,0.5,4.26,0.0,0.3,25.56,20.483333333333334,22,4.588868940754039,0.16666666666666666,1,0
80366141,2,2017-09-24 15:19:28,2017-09-24 15:56:30,1,10.2,1,N,138,229,1,32.0,0.0,0.5,7.71,5.76,0.3,46.27,37.03333333333333,15,4.536274509803922,0.1666306462070456,1,0
46938662,1,2017-06-29 17:31:31,2017-06-29 18:16:10,1,9.0,1,N,234,138,1,36.0,1.0,0.5,13.05,5.76,0.3,56.61,44.65,17,6.29,0.2305246422893482,1,1
28485162,2,2017-04-06 14:14:29,2017-04-06 14:19:38,1,0.85,1,N,166,151,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3,5.15,14,7.411764705882353,0.0,0,0
37690576,1,2017-05-03 20:23:52,2017-05-03 20:49:12,1,2.4,1,N,234,232,1,16.5,0.5,0.5,1.0,0.0,0.3,18.8,25.333333333333332,20,7.833333333333334,0.05319148936170213,1,0
9829922,2,2017-02-11 07:27:35,2017-02-11 07:55:16,1,16.51,2,N,132,137,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,27.683333333333334,7,4.2404603270745005,0.16669047278960147,1,1
96216182,1,2017-11-13 13:09:58,2017-11-13 13:23:27,1,0.9,1,N,246,100,1,9.5,0.0,0.5,1.0,0.0,0.3,11.3,13.483333333333333,13,12.555555555555555,0.08849557522123894,1,0
63038139,1,2017-07-25 07:45:07,2017-07-25 07:54:34,1,0.6,1,N,237,161,1,7.5,0.0,0.5,2.05,0.0,0.3,10.35,9.45,7,17.25,0.19806763285024154,0,1
18566321,2,2017-03-05 17:24:13,2017-03-05 17:41:53,1,1.59,1,N,186,233,2,12.0,0.0,0.5,0.0,0.0,0.3,12.8,17.666666666666668,17,8.050314465408805,0.0,1,1
5385424,2,2017-01-26 23:11:11,2017-01-26 23:18:29,1,1.42,1,N,68,125,1,7.0,0.5,0.5,1.5,0.0,0.3,9.8,7.3,23,6.901408450704226,0.1530612244897959,0,0
3570511,2,2017-01-13 17:51:33,2017-01-13 17:59:36,6,0.83,1,N,236,262,2,6.5,1.0,0.5,0.0,0.0,0.3,8.3,8.05,17,10.000000000000002,0.0,0,1
97840402,2,2017-11-18 09:42:31,2017-11-18 09:57:03,4,3.15,1,N,186,141,1,13.0,0.0,0.5,2.76,0.0,0.3,16.56,14.533333333333333,9,5.257142857142857,0.16666666666666666,1,1
592055,1,2017-01-02 23:08:08,2017-01-02 23:13:15,4,1.1,1,N,163,230,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,5.116666666666666,23,6.636363636363636,0.0,0,0
41174296,1,2017-05-08 21:01:40,2017-05-08 21:17:51,2,3.2,1,N,186,239,1,13.5,0.5,0.5,2.95,0.0,0.3,17.75,16.183333333333334,21,5.546875,0.16619718309859155,1,0
52724475,2,2017-06-21 13:31:02,2017-06-21 13:57:15,2,2.12,1,N,263,162,1,16.5,0.0,0.5,3.46,0.0,0.3,20.76,26.216666666666665,13,9.79245283018868,0.16666666666666666,1,0
84730197,2,2017-10-08 17:02:16,2017-10-08 17:35:36,2,5.96,1,N,249,33,2,23.5,0.0,0.5,0.0,0.0,0.3,24.3,33.333333333333336,17,4.077181208053691,0.0,1,1
11054322,2,2017-02-07 19:40:18,2017-02-07 19:48:53,1,0.9,1,N,142,237,1,7.0,1.0,0.5,1.76,0.0,0.3,10.56,8.583333333333334,19,11.733333333333334,0.16666666666666666,0,1
27020859,2,2017-04-02 01:42:35,2017-04-02 02:00:44,1,5.33,1,N,114,143,1,18.5,0.5,0.5,3.96,0.0,0.3,23.76,18.15,1,4.457786116322702,0.16666666666666666,1,0
16760411,1,2017-03-01 08:39:33,2017-03-01 08:57:45,1,2.4,1,N,143,162,2,13.5,0.0,0.5,0.0,0.0,0.3,14.3,18.2,8,5.958333333333334,0.0,1,1
29307458,2,2017-04-08 18:17:15,2017-04-08 18:26:38,2,1.52,1,N,114,231,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56,9.383333333333333,18,6.947368421052632,0.16666666666666666,0,1
58281987,2,2017-07-08 19:07:04,2017-07-08 19:28:10,2,3.73,1,N,114,49,1,16.5,0.0,0.5,4.32,0.0,0.3,21.62,21.1,19,5.7962466487935655,0.1998149861239593,1,1
70508571,2,2017-08-20 21:27:14,2017-08-20 21:34:17,5,1.61,1,N,163,164,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,7.05,21,5.465838509316771,0.0,0,0
62981296,1,2017-07-24 21:34:19,2017-07-24 21:43:02,1,2.8,1,N,13,40,1,10.5,0.5,0.5,3.5,5.76,0.3,21.06,8.716666666666667,21,7.521428571428571,0.16619183285849953,0,0
78800806,2,2017-09-19 11:02:22,2017-09-19 11:10:59,5,1.45,1,N,43,239,1,8.0,0.0,0.5,4.0,0.0,0.3,12.8,8.616666666666667,11,8.827586206896552,0.3125,0,0
